# Program:featureCounts v2.0.6; Command:"featureCounts" "-p" "-O" "-s" "1" "-t" "CDS" "--ignoreDup" "-T" "1" "-G" "../data/reference/YB886.fa" "-a" "../results/bacillus_annotation/YB886.gff" "-g" "ID" "-o" "../results/featureCounts/tmp_counts.txt" "T0" "T10" 
Geneid	Chr	Start	End	Strand	Length	T0	T10
IABCJNHA_03117	manual_scaffold_1	3085393	3086154	-	762	10	6
IABCJNHA_03118	manual_scaffold_1	3086314	3086688	-	375	17	7
IABCJNHA_03119	manual_scaffold_1	3086701	3087231	-	531	34	17
IABCJNHA_03120	manual_scaffold_1	3087254	3088852	-	1599	39	13
IABCJNHA_03121	manual_scaffold_1	3088893	3089525	-	633	15	8
IABCJNHA_03122	manual_scaffold_1	3089594	3090058	-	465	5	3
IABCJNHA_03123	manual_scaffold_1	3090218	3091396	-	1179	6	4
IABCJNHA_03124	manual_scaffold_1	3091576	3093471	-	1896	2	4
IABCJNHA_03125	manual_scaffold_1	3093821	3094528	-	708	10	12
IABCJNHA_03126	manual_scaffold_1	3094540	3095253	-	714	15	9
IABCJNHA_03127	manual_scaffold_1	3095244	3095885	-	642	7	4
IABCJNHA_03128	manual_scaffold_1	3096010	3096483	-	474	104	64
IABCJNHA_03129	manual_scaffold_1	3096530	3097453	-	924	4	12
IABCJNHA_03130	manual_scaffold_1	3097532	3098692	-	1161	8	42
IABCJNHA_03131	manual_scaffold_1	3098775	3099398	+	624	16	9
IABCJNHA_03133	manual_scaffold_1	3099753	3099956	+	204	13	8
IABCJNHA_03134	manual_scaffold_1	3099958	3100431	+	474	44	21
IABCJNHA_03135	manual_scaffold_1	3100449	3100718	-	270	0	8
IABCJNHA_03136	manual_scaffold_1	3100830	3101336	-	507	12	2
IABCJNHA_03137	manual_scaffold_1	3101470	3102600	-	1131	1	0
IABCJNHA_03138	manual_scaffold_1	3102623	3103453	-	831	1	0
IABCJNHA_03139	manual_scaffold_1	3103450	3104448	-	999	0	0
IABCJNHA_03140	manual_scaffold_1	3104466	3105362	-	897	0	0
IABCJNHA_03141	manual_scaffold_1	3105641	3107092	+	1452	192	256
IABCJNHA_03142	manual_scaffold_1	3107119	3107316	-	198	0	0
IABCJNHA_03143	manual_scaffold_1	3107567	3108922	+	1356	0	4
IABCJNHA_03144	manual_scaffold_1	3108960	3110732	-	1773	49	22
IABCJNHA_03145	manual_scaffold_1	3111042	3111737	-	696	1	4
IABCJNHA_03146	manual_scaffold_1	3112133	3112330	-	198	0	0
IABCJNHA_03147	manual_scaffold_1	3112478	3113254	+	777	1238	1120
IABCJNHA_03149	manual_scaffold_1	3113818	3114702	-	885	223	84
IABCJNHA_03150	manual_scaffold_1	3114910	3115263	+	354	57	22
IABCJNHA_03151	manual_scaffold_1	3115298	3115735	-	438	175	74
IABCJNHA_03152	manual_scaffold_1	3115857	3116330	-	474	75	50
IABCJNHA_03153	manual_scaffold_1	3116483	3117772	+	1290	311	163
IABCJNHA_03154	manual_scaffold_1	3117944	3119053	+	1110	96	50
IABCJNHA_03155	manual_scaffold_1	3119130	3120872	-	1743	86	151
IABCJNHA_03156	manual_scaffold_1	3120960	3121490	-	531	148	53
IABCJNHA_03157	manual_scaffold_1	3121634	3121894	-	261	3	3
IABCJNHA_03158	manual_scaffold_1	3122067	3122321	-	255	207	114
IABCJNHA_03159	manual_scaffold_1	3122390	3123142	-	753	473	210
IABCJNHA_03160	manual_scaffold_1	3123224	3123448	+	225	6	3
IABCJNHA_03161	manual_scaffold_1	3123456	3124769	-	1314	182	91
IABCJNHA_03162	manual_scaffold_1	3124781	3125764	+	984	74	42
IABCJNHA_03163	manual_scaffold_1	3125757	3128342	-	2586	337	315
IABCJNHA_03164	manual_scaffold_1	3128414	3129403	-	990	124	63
IABCJNHA_03165	manual_scaffold_1	3129636	3130496	-	861	156	60
IABCJNHA_03166	manual_scaffold_1	3130483	3130875	-	393	107	38
IABCJNHA_03167	manual_scaffold_1	3130900	3131418	-	519	3	4
IABCJNHA_03168	manual_scaffold_1	3131563	3131832	-	270	30	12
IABCJNHA_03169	manual_scaffold_1	3131957	3132109	+	153	0	2
IABCJNHA_03170	manual_scaffold_1	3132142	3133335	-	1194	6	6
IABCJNHA_03171	manual_scaffold_1	3133356	3133460	-	105	0	0
IABCJNHA_03172	manual_scaffold_1	3133478	3133792	-	315	110	48
IABCJNHA_03173	manual_scaffold_1	3133794	3134588	-	795	158	71
IABCJNHA_03174	manual_scaffold_1	3134677	3135588	+	912	4	1
IABCJNHA_03175	manual_scaffold_1	3135643	3135753	+	111	2	5
IABCJNHA_03176	manual_scaffold_1	3135820	3136011	+	192	2	1
IABCJNHA_03177	manual_scaffold_1	3136050	3136634	-	585	529	148
IABCJNHA_03178	manual_scaffold_1	3136722	3137603	-	882	197	69
IABCJNHA_03179	manual_scaffold_1	3137718	3138749	-	1032	57	20
IABCJNHA_03180	manual_scaffold_1	3138746	3139747	-	1002	53	6
IABCJNHA_03181	manual_scaffold_1	3139878	3140855	+	978	362	74
IABCJNHA_03182	manual_scaffold_1	3140873	3143443	-	2571	386	142
IABCJNHA_03183	manual_scaffold_1	3143615	3144097	+	483	18	2
IABCJNHA_03184	manual_scaffold_1	3144208	3145764	+	1557	2	2
IABCJNHA_03185	manual_scaffold_1	3145761	3146297	-	537	131	36
IABCJNHA_03186	manual_scaffold_1	3146421	3147674	+	1254	24	7
IABCJNHA_03187	manual_scaffold_1	3147640	3148257	+	618	46	19
IABCJNHA_03188	manual_scaffold_1	3148293	3149381	-	1089	0	0
IABCJNHA_03189	manual_scaffold_1	3149570	3150202	-	633	26	4
IABCJNHA_03190	manual_scaffold_1	3150475	3151023	+	549	50	12
IABCJNHA_03191	manual_scaffold_1	3151096	3152253	-	1158	2	0
IABCJNHA_03192	manual_scaffold_1	3152267	3153457	-	1191	4	0
IABCJNHA_03193	manual_scaffold_1	3153470	3154405	-	936	0	0
IABCJNHA_03194	manual_scaffold_1	3154549	3155211	-	663	41	3
IABCJNHA_03195	manual_scaffold_1	3155208	3156359	-	1152	33	8
IABCJNHA_03196	manual_scaffold_1	3156331	3156447	-	117	1	1
IABCJNHA_03197	manual_scaffold_1	3156534	3157712	-	1179	34	8
IABCJNHA_03198	manual_scaffold_1	3157725	3158666	-	942	27	6
IABCJNHA_03199	manual_scaffold_1	3158693	3160141	-	1449	40	7
IABCJNHA_03200	manual_scaffold_1	3160316	3161260	-	945	3	0
IABCJNHA_03201	manual_scaffold_1	3161354	3162211	-	858	11	0
IABCJNHA_03202	manual_scaffold_1	3162229	3162633	-	405	5	0
IABCJNHA_03203	manual_scaffold_1	3162788	3164602	-	1815	107	21
IABCJNHA_03204	manual_scaffold_1	3164596	3166317	-	1722	58	14
IABCJNHA_03205	manual_scaffold_1	3166423	3168006	-	1584	372	67
IABCJNHA_03206	manual_scaffold_1	3168021	3168785	-	765	301	59
IABCJNHA_03207	manual_scaffold_1	3168850	3170199	-	1350	1742	753
IABCJNHA_03208	manual_scaffold_1	3170535	3170849	+	315	1	0
IABCJNHA_03209	manual_scaffold_1	3170855	3172078	+	1224	8	0
IABCJNHA_03210	manual_scaffold_1	3172090	3172857	+	768	10	2
IABCJNHA_03211	manual_scaffold_1	3172889	3173446	+	558	2	2
IABCJNHA_03212	manual_scaffold_1	3173456	3173998	+	543	5	0
IABCJNHA_03213	manual_scaffold_1	3174048	3174377	+	330	1	6
IABCJNHA_03214	manual_scaffold_1	3174413	3174592	-	180	17	4
IABCJNHA_03215	manual_scaffold_1	3174646	3176463	-	1818	130	18
IABCJNHA_03216	manual_scaffold_1	3176579	3177955	-	1377	30	20
IABCJNHA_03217	manual_scaffold_1	3177976	3179172	-	1197	55	14
IABCJNHA_03218	manual_scaffold_1	3179186	3180214	-	1029	4	4
IABCJNHA_03219	manual_scaffold_1	3180218	3181219	-	1002	14	7
IABCJNHA_03220	manual_scaffold_1	3181451	3182140	-	690	61	71
IABCJNHA_03221	manual_scaffold_1	3182170	3182622	-	453	11	20
IABCJNHA_03222	manual_scaffold_1	3182818	3183795	-	978	105	114
IABCJNHA_03223	manual_scaffold_1	3184527	3184793	-	267	13	19
IABCJNHA_03224	manual_scaffold_1	3185419	3186819	-	1401	131	88
IABCJNHA_03225	manual_scaffold_1	3186933	3187796	-	864	49	22
IABCJNHA_03226	manual_scaffold_1	3187915	3188874	+	960	96	56
IABCJNHA_03227	manual_scaffold_1	3188973	3189833	+	861	40	27
IABCJNHA_03228	manual_scaffold_1	3189871	3190662	-	792	6	8
IABCJNHA_03229	manual_scaffold_1	3190763	3190948	-	186	13	4
IABCJNHA_03230	manual_scaffold_1	3191093	3192214	+	1122	91	52
IABCJNHA_03231	manual_scaffold_1	3192221	3193057	+	837	93	51
IABCJNHA_03232	manual_scaffold_1	3193096	3193887	-	792	8	4
IABCJNHA_03233	manual_scaffold_1	3193961	3195016	-	1056	4	1
IABCJNHA_03234	manual_scaffold_1	3195184	3196359	+	1176	20	14
IABCJNHA_03235	manual_scaffold_1	3196399	3196506	-	108	11	13
IABCJNHA_03236	manual_scaffold_1	3196558	3197385	-	828	50	18
IABCJNHA_03237	manual_scaffold_1	3197409	3197729	-	321	35	24
IABCJNHA_03238	manual_scaffold_1	3197747	3198217	-	471	13	20
IABCJNHA_03239	manual_scaffold_1	3198420	3198635	+	216	31	17
IABCJNHA_03240	manual_scaffold_1	3198728	3199918	+	1191	45	43
IABCJNHA_03241	manual_scaffold_1	3199958	3200476	-	519	2	2
IABCJNHA_03242	manual_scaffold_1	3200719	3205107	+	4389	134	42
IABCJNHA_03243	manual_scaffold_1	3205144	3205809	-	666	66	39
IABCJNHA_03244	manual_scaffold_1	3205949	3206665	-	717	100	79
IABCJNHA_03245	manual_scaffold_1	3206686	3208371	-	1686	28	7
IABCJNHA_03246	manual_scaffold_1	3208442	3209854	-	1413	9	4
IABCJNHA_03247	manual_scaffold_1	3210047	3211588	+	1542	0	2
IABCJNHA_03248	manual_scaffold_1	3211569	3212723	+	1155	2	0
IABCJNHA_03249	manual_scaffold_1	3212739	3212939	+	201	0	0
IABCJNHA_03250	manual_scaffold_1	3212963	3214039	+	1077	0	0
IABCJNHA_03251	manual_scaffold_1	3214036	3215451	-	1416	2	4
IABCJNHA_03252	manual_scaffold_1	3215576	3215968	-	393	8	6
IABCJNHA_03253	manual_scaffold_1	3216225	3218174	+	1950	1010	848
IABCJNHA_03254	manual_scaffold_1	3218207	3219565	-	1359	168	64
IABCJNHA_03255	manual_scaffold_1	3219737	3220486	+	750	172	70
IABCJNHA_03256	manual_scaffold_1	3220568	3220882	+	315	130	62
IABCJNHA_03257	manual_scaffold_1	3220989	3221144	+	156	8	2
IABCJNHA_03258	manual_scaffold_1	3221301	3221438	+	138	32	7
IABCJNHA_03259	manual_scaffold_1	3221479	3222144	-	666	66	18
IABCJNHA_03260	manual_scaffold_1	3222211	3222486	+	276	0	1
IABCJNHA_03261	manual_scaffold_1	3222477	3223568	-	1092	47	37
IABCJNHA_03262	manual_scaffold_1	3223687	3224481	-	795	824	50
IABCJNHA_03263	manual_scaffold_1	3224537	3225838	-	1302	653	22
IABCJNHA_03264	manual_scaffold_1	3225882	3226007	-	126	1	0
IABCJNHA_03265	manual_scaffold_1	3226034	3226993	-	960	89	28
IABCJNHA_03266	manual_scaffold_1	3226996	3227676	-	681	42	7
IABCJNHA_03267	manual_scaffold_1	3227648	3229276	-	1629	137	32
IABCJNHA_03268	manual_scaffold_1	3229403	3230839	-	1437	8	17
IABCJNHA_03269	manual_scaffold_1	3230966	3232228	-	1263	788	504
IABCJNHA_03270	manual_scaffold_1	3232419	3232766	-	348	2	0
IABCJNHA_03271	manual_scaffold_1	3232968	3233378	+	411	17	1
IABCJNHA_03272	manual_scaffold_1	3233487	3234434	+	948	473	26
IABCJNHA_03273	manual_scaffold_1	3234506	3235507	+	1002	39	16
IABCJNHA_03274	manual_scaffold_1	3235504	3236505	+	1002	71	33
IABCJNHA_03275	manual_scaffold_1	3236518	3237318	+	801	81	38
IABCJNHA_03276	manual_scaffold_1	3237891	3239354	-	1464	124	89
IABCJNHA_03277	manual_scaffold_1	3239690	3240910	+	1221	48	2
IABCJNHA_03278	manual_scaffold_1	3241392	3242411	+	1020	136	73
IABCJNHA_03279	manual_scaffold_1	3242464	3242910	-	447	20	6
IABCJNHA_03280	manual_scaffold_1	3242978	3244108	-	1131	80	34
IABCJNHA_03281	manual_scaffold_1	3244281	3245837	+	1557	234	70
IABCJNHA_03282	manual_scaffold_1	3246403	3247593	-	1191	15	10
IABCJNHA_03283	manual_scaffold_1	3247659	3248081	-	423	15	6
IABCJNHA_03284	manual_scaffold_1	3248206	3248652	-	447	571	98
IABCJNHA_03285	manual_scaffold_1	3248775	3250664	-	1890	222	76
IABCJNHA_03286	manual_scaffold_1	3250799	3251653	-	855	1068	325
IABCJNHA_03287	manual_scaffold_1	3251673	3253130	-	1458	1270	337
IABCJNHA_03288	manual_scaffold_1	3253380	3254765	+	1386	12	6
IABCJNHA_03289	manual_scaffold_1	3254857	3255564	+	708	78	54
IABCJNHA_03290	manual_scaffold_1	3255675	3256904	+	1230	44	17
IABCJNHA_03291	manual_scaffold_1	3256935	3257870	-	936	15	52
IABCJNHA_03292	manual_scaffold_1	3257871	3259049	-	1179	9	71
IABCJNHA_03293	manual_scaffold_1	3259078	3259989	-	912	9	38
IABCJNHA_03294	manual_scaffold_1	3260013	3260915	-	903	6	69
IABCJNHA_03295	manual_scaffold_1	3260988	3261752	-	765	1	35
IABCJNHA_03296	manual_scaffold_1	3261988	3263949	-	1962	1463	875
IABCJNHA_03297	manual_scaffold_1	3264354	3267539	-	3186	4	2
IABCJNHA_03298	manual_scaffold_1	3267689	3268759	+	1071	24	16
IABCJNHA_03299	manual_scaffold_1	3268794	3269903	-	1110	2	4
IABCJNHA_03300	manual_scaffold_1	3270066	3270569	+	504	8	3
IABCJNHA_03301	manual_scaffold_1	3270593	3271519	-	927	61	37
IABCJNHA_03302	manual_scaffold_1	3271585	3272229	-	645	193	126
IABCJNHA_03303	manual_scaffold_1	3272339	3272506	-	168	0	0
IABCJNHA_03304	manual_scaffold_1	3272661	3272945	-	285	42	7
IABCJNHA_03305	manual_scaffold_1	3272951	3273532	-	582	33	9
IABCJNHA_03306	manual_scaffold_1	3273730	3274224	+	495	0	0
IABCJNHA_03307	manual_scaffold_1	3274316	3274678	+	363	102	27
IABCJNHA_03308	manual_scaffold_1	3274782	3275108	+	327	109	23
IABCJNHA_03309	manual_scaffold_1	3275145	3275840	-	696	18	2
IABCJNHA_03310	manual_scaffold_1	3275923	3277263	-	1341	6	0
IABCJNHA_03311	manual_scaffold_1	3277272	3278159	-	888	0	0
IABCJNHA_03312	manual_scaffold_1	3278173	3279129	-	957	8	0
IABCJNHA_03313	manual_scaffold_1	3279184	3280692	-	1509	12	0
IABCJNHA_03314	manual_scaffold_1	3280814	3283387	-	2574	8	4
IABCJNHA_03315	manual_scaffold_1	3283431	3285422	-	1992	9	5
IABCJNHA_03316	manual_scaffold_1	3285477	3286082	-	606	4	4
IABCJNHA_03317	manual_scaffold_1	3286240	3288057	-	1818	5	0
IABCJNHA_03318	manual_scaffold_1	3288124	3289968	-	1845	6	0
IABCJNHA_03319	manual_scaffold_1	3290107	3290733	-	627	10	2
IABCJNHA_03320	manual_scaffold_1	3290730	3291392	-	663	2	0
IABCJNHA_03321	manual_scaffold_1	3291385	3292080	-	696	4	0
IABCJNHA_03322	manual_scaffold_1	3292097	3294382	-	2286	16	4
IABCJNHA_03323	manual_scaffold_1	3294405	3295439	-	1035	0	0
IABCJNHA_03324	manual_scaffold_1	3295455	3296345	-	891	2	0
IABCJNHA_03325	manual_scaffold_1	3296349	3297278	-	930	3	2
IABCJNHA_03326	manual_scaffold_1	3297275	3298558	-	1284	6	4
IABCJNHA_03327	manual_scaffold_1	3298662	3299768	-	1107	104	4
IABCJNHA_03328	manual_scaffold_1	3299768	3301501	-	1734	185	12
IABCJNHA_03329	manual_scaffold_1	3301498	3302127	-	630	70	3
IABCJNHA_03330	manual_scaffold_1	3302242	3302514	-	273	4	0
IABCJNHA_03331	manual_scaffold_1	3302567	3303109	-	543	83	44
IABCJNHA_03332	manual_scaffold_1	3303234	3303803	-	570	0	4
IABCJNHA_03333	manual_scaffold_1	3303818	3304081	-	264	0	0
IABCJNHA_03334	manual_scaffold_1	3304065	3304313	-	249	2	0
IABCJNHA_03335	manual_scaffold_1	3304440	3305300	-	861	12	15
IABCJNHA_03336	manual_scaffold_1	3305297	3305740	-	444	8	5
IABCJNHA_03337	manual_scaffold_1	3305819	3306403	-	585	36	17
IABCJNHA_03338	manual_scaffold_1	3306518	3306955	-	438	4	7
IABCJNHA_03339	manual_scaffold_1	3307089	3307808	-	720	329	216
IABCJNHA_03340	manual_scaffold_1	3307968	3308141	-	174	18	14
IABCJNHA_03341	manual_scaffold_1	3308131	3309261	-	1131	178	95
IABCJNHA_03342	manual_scaffold_1	3309423	3310445	-	1023	0	2
IABCJNHA_03343	manual_scaffold_1	3310657	3312666	+	2010	101	39
IABCJNHA_03344	manual_scaffold_1	3312671	3313141	+	471	43	12
IABCJNHA_03345	manual_scaffold_1	3313381	3313587	+	207	3	1
IABCJNHA_03346	manual_scaffold_1	3313654	3313959	+	306	2	1
IABCJNHA_03347	manual_scaffold_1	3314221	3315369	-	1149	138	308
IABCJNHA_03348	manual_scaffold_1	3315482	3317281	-	1800	301	821
IABCJNHA_03349	manual_scaffold_1	3317293	3319932	-	2640	161	789
IABCJNHA_03350	manual_scaffold_1	3320007	3320342	-	336	16	121
IABCJNHA_03351	manual_scaffold_1	3320662	3321225	+	564	0	0
IABCJNHA_03352	manual_scaffold_1	3321238	3322617	-	1380	99	414
IABCJNHA_03353	manual_scaffold_1	3322873	3323784	-	912	150	348
IABCJNHA_03354	manual_scaffold_1	3324107	3327265	-	3159	1152	1112
IABCJNHA_03355	manual_scaffold_1	3327397	3328266	+	870	30	12
IABCJNHA_03356	manual_scaffold_1	3328281	3329711	-	1431	2233	1239
IABCJNHA_03357	manual_scaffold_1	3329725	3331182	-	1458	1362	856
IABCJNHA_03358	manual_scaffold_1	3331198	3331488	-	291	482	277
IABCJNHA_03359	manual_scaffold_1	3331902	3333380	+	1479	4	2
IABCJNHA_03360	manual_scaffold_1	3333493	3334185	+	693	18	14
IABCJNHA_03361	manual_scaffold_1	3334223	3335224	-	1002	694	652
IABCJNHA_03362	manual_scaffold_1	3335395	3336585	-	1191	743	582
IABCJNHA_03363	manual_scaffold_1	3336601	3338607	-	2007	622	535
IABCJNHA_03364	manual_scaffold_1	3338631	3340850	-	2220	364	287
IABCJNHA_03365	manual_scaffold_1	3340912	3341598	-	687	42	19
IABCJNHA_03366	manual_scaffold_1	3341623	3341784	-	162	0	1
IABCJNHA_03367	manual_scaffold_1	3341863	3343440	+	1578	2	0
IABCJNHA_03368	manual_scaffold_1	3343475	3343789	-	315	647	83
IABCJNHA_03369	manual_scaffold_1	3343792	3344787	-	996	1972	237
IABCJNHA_03370	manual_scaffold_1	3344814	3346556	-	1743	3210	128
IABCJNHA_03371	manual_scaffold_1	3346685	3346912	+	228	0	0
IABCJNHA_03372	manual_scaffold_1	3346927	3348201	-	1275	2	2
IABCJNHA_03373	manual_scaffold_1	3348345	3348764	+	420	4	8
IABCJNHA_03374	manual_scaffold_1	3348804	3350072	-	1269	235	157
IABCJNHA_03375	manual_scaffold_1	3350088	3351626	-	1539	256	204
IABCJNHA_03376	manual_scaffold_1	3351623	3352210	-	588	71	38
IABCJNHA_03377	manual_scaffold_1	3352207	3353247	-	1041	191	117
IABCJNHA_03378	manual_scaffold_1	3353349	3354779	-	1431	306	116
IABCJNHA_03379	manual_scaffold_1	3354755	3356983	-	2229	427	172
IABCJNHA_03380	manual_scaffold_1	3356967	3357650	-	684	133	36
IABCJNHA_03381	manual_scaffold_1	3357647	3357901	-	255	99	51
IABCJNHA_03382	manual_scaffold_1	3357894	3358619	-	726	282	135
IABCJNHA_03383	manual_scaffold_1	3358693	3359988	-	1296	303	147
IABCJNHA_03384	manual_scaffold_1	3359985	3361127	-	1143	118	98
IABCJNHA_03385	manual_scaffold_1	3361120	3361608	-	489	23	17
IABCJNHA_03386	manual_scaffold_1	3361931	3362128	-	198	9	2
IABCJNHA_03387	manual_scaffold_1	3362128	3362682	-	555	13	6
IABCJNHA_03388	manual_scaffold_1	3362896	3363063	-	168	13	4
IABCJNHA_03389	manual_scaffold_1	3363222	3364025	-	804	31	64
IABCJNHA_03390	manual_scaffold_1	3364236	3365558	-	1323	130	89
IABCJNHA_03391	manual_scaffold_1	3365939	3367489	-	1551	1322	907
IABCJNHA_03392	manual_scaffold_1	3367643	3369856	-	2214	207	105
IABCJNHA_03393	manual_scaffold_1	3369878	3371074	-	1197	76	34
IABCJNHA_03394	manual_scaffold_1	3371074	3372036	-	963	43	8
IABCJNHA_03395	manual_scaffold_1	3372386	3373258	-	873	12	2
IABCJNHA_03396	manual_scaffold_1	3373656	3375065	+	1410	100	42
IABCJNHA_03397	manual_scaffold_1	3375217	3376758	+	1542	2	4
IABCJNHA_03398	manual_scaffold_1	3376856	3377845	+	990	368	41
IABCJNHA_03399	manual_scaffold_1	3377858	3378673	+	816	338	53
IABCJNHA_03400	manual_scaffold_1	3378720	3378965	+	246	435	105
IABCJNHA_03401	manual_scaffold_1	3379155	3379313	+	159	6	2
IABCJNHA_03402	manual_scaffold_1	3379347	3380393	-	1047	50	82
IABCJNHA_03403	manual_scaffold_1	3380459	3380830	-	372	71	61
IABCJNHA_03404	manual_scaffold_1	3381269	3382309	+	1041	1425	1139
IABCJNHA_03405	manual_scaffold_1	3382357	3383778	-	1422	217	2
IABCJNHA_03406	manual_scaffold_1	3384363	3385388	+	1026	2	0
IABCJNHA_03407	manual_scaffold_1	3385435	3386406	-	972	145	28
IABCJNHA_03408	manual_scaffold_1	3386437	3387201	-	765	209	31
IABCJNHA_03409	manual_scaffold_1	3387201	3388226	-	1026	367	45
IABCJNHA_03410	manual_scaffold_1	3388292	3388975	-	684	616	119
IABCJNHA_03411	manual_scaffold_1	3389171	3390133	-	963	728	162
IABCJNHA_03412	manual_scaffold_1	3390228	3391619	-	1392	20	6
IABCJNHA_03413	manual_scaffold_1	3391693	3392754	-	1062	13	6
IABCJNHA_03414	manual_scaffold_1	3392956	3395445	+	2490	97	44
IABCJNHA_03415	manual_scaffold_1	3396284	3396619	-	336	26	19
IABCJNHA_03416	manual_scaffold_1	3397193	3398590	-	1398	521	371
IABCJNHA_03417	manual_scaffold_1	3398593	3399624	-	1032	444	332
IABCJNHA_03418	manual_scaffold_1	3399656	3400597	-	942	345	235
IABCJNHA_03419	manual_scaffold_1	3402523	3403692	-	1170	365	336
IABCJNHA_03420	manual_scaffold_1	3403714	3404997	-	1284	213	226
IABCJNHA_03421	manual_scaffold_1	3406408	3406788	-	381	13	25
IABCJNHA_03422	manual_scaffold_1	3407802	3407930	+	129	0	0
IABCJNHA_03423	manual_scaffold_1	3408352	3409986	-	1635	7195	3496
IABCJNHA_03424	manual_scaffold_1	3410033	3410317	-	285	2399	1136
IABCJNHA_03425	manual_scaffold_1	3410556	3411290	+	735	110	42
IABCJNHA_03426	manual_scaffold_1	3411287	3411478	+	192	24	9
IABCJNHA_03427	manual_scaffold_1	3411516	3412271	-	756	358	100
IABCJNHA_03428	manual_scaffold_1	3412287	3412460	-	174	385	120
IABCJNHA_03429	manual_scaffold_1	3412482	3413129	-	648	214	62
IABCJNHA_03430	manual_scaffold_1	3413126	3413638	-	513	218	51
IABCJNHA_03431	manual_scaffold_1	3413764	3415692	+	1929	204	78
IABCJNHA_03432	manual_scaffold_1	3415922	3416944	-	1023	65	66
IABCJNHA_03433	manual_scaffold_1	3416955	3417410	-	456	48	51
IABCJNHA_03434	manual_scaffold_1	3417420	3418109	-	690	100	87
IABCJNHA_03435	manual_scaffold_1	3418090	3418566	-	477	49	65
IABCJNHA_03436	manual_scaffold_1	3418581	3419558	-	978	63	69
IABCJNHA_03437	manual_scaffold_1	3420070	3420264	+	195	0	0
IABCJNHA_03438	manual_scaffold_1	3420468	3420923	+	456	2	0
IABCJNHA_03439	manual_scaffold_1	3420984	3422072	-	1089	33	3
IABCJNHA_03440	manual_scaffold_1	3422091	3423038	-	948	61	3
IABCJNHA_03441	manual_scaffold_1	3423035	3423934	-	900	51	4
IABCJNHA_03442	manual_scaffold_1	3423963	3424676	-	714	57	6
IABCJNHA_03443	manual_scaffold_1	3424819	3426216	-	1398	111	10
IABCJNHA_03444	manual_scaffold_1	3426234	3427562	-	1329	54	0
IABCJNHA_03445	manual_scaffold_1	3427581	3427913	-	333	8	2
IABCJNHA_03446	manual_scaffold_1	3427913	3428224	-	312	14	0
IABCJNHA_03447	manual_scaffold_1	3428555	3429721	+	1167	98	40
IABCJNHA_03448	manual_scaffold_1	3429737	3430303	-	567	23	23
IABCJNHA_03449	manual_scaffold_1	3430496	3431473	-	978	36	33
IABCJNHA_03450	manual_scaffold_1	3431559	3432038	+	480	16	0
IABCJNHA_03451	manual_scaffold_1	3432056	3432553	+	498	20	5
IABCJNHA_03452	manual_scaffold_1	3432628	3432999	-	372	63	25
IABCJNHA_03453	manual_scaffold_1	3433361	3434749	+	1389	14	4
IABCJNHA_03454	manual_scaffold_1	3434815	3435525	+	711	0	0
IABCJNHA_03455	manual_scaffold_1	3435564	3436751	-	1188	68	34
IABCJNHA_03456	manual_scaffold_1	3436912	3438174	-	1263	0	0
IABCJNHA_03457	manual_scaffold_1	3438301	3438975	-	675	66	8
IABCJNHA_03458	manual_scaffold_1	3439224	3439961	+	738	16	4
IABCJNHA_03459	manual_scaffold_1	3439997	3441205	-	1209	42	26
IABCJNHA_03460	manual_scaffold_1	3441576	3442010	+	435	39	17
IABCJNHA_03461	manual_scaffold_1	3442026	3442655	+	630	61	27
IABCJNHA_03462	manual_scaffold_1	3442801	3445458	-	2658	71	29
IABCJNHA_03463	manual_scaffold_1	3445455	3445967	-	513	7	4
IABCJNHA_03464	manual_scaffold_1	3446082	3446600	+	519	74	56
IABCJNHA_03465	manual_scaffold_1	3446772	3448148	+	1377	114	60
IABCJNHA_03466	manual_scaffold_1	3448468	3450111	+	1644	14	28
IABCJNHA_03467	manual_scaffold_1	3450271	3450744	-	474	53	51
IABCJNHA_03468	manual_scaffold_1	3450907	3451251	-	345	114	72
IABCJNHA_03469	manual_scaffold_1	3451248	3451835	-	588	142	81
IABCJNHA_03470	manual_scaffold_1	3452134	3452406	+	273	0	0
IABCJNHA_03471	manual_scaffold_1	3452420	3452662	+	243	0	0
IABCJNHA_03472	manual_scaffold_1	3452675	3453106	+	432	0	3
IABCJNHA_03473	manual_scaffold_1	3453121	3453828	-	708	2	8
IABCJNHA_03474	manual_scaffold_1	3453941	3454618	+	678	0	0
IABCJNHA_03475	manual_scaffold_1	3454742	3454972	+	231	2	4
IABCJNHA_03476	manual_scaffold_1	3455006	3455299	+	294	0	0
IABCJNHA_03477	manual_scaffold_1	3455504	3455740	+	237	4	0
IABCJNHA_03478	manual_scaffold_1	3455780	3456118	-	339	0	0
IABCJNHA_03479	manual_scaffold_1	3456304	3456693	-	390	2	2
IABCJNHA_03480	manual_scaffold_1	3456795	3457733	-	939	2	4
IABCJNHA_03481	manual_scaffold_1	3457749	3458369	-	621	0	0
IABCJNHA_03482	manual_scaffold_1	3458845	3459738	+	894	4	4
IABCJNHA_03483	manual_scaffold_1	3459849	3460661	+	813	22	7
IABCJNHA_03484	manual_scaffold_1	3460751	3461440	+	690	4	5
IABCJNHA_03485	manual_scaffold_1	3461642	3462544	+	903	88	37
IABCJNHA_03486	manual_scaffold_1	3462956	3465130	-	2175	4	8
IABCJNHA_03487	manual_scaffold_1	3465246	3465887	-	642	28	7
