,Geneid,Chr,Start,End,Strand,Length,MM227,MM228,MM229,MM230,MM231,MM232,MM233,MM234,MM235,MM236,MM237,MM238,pseudo_ref
3526,FGBKPADF_03547,manual_scaffold_1,3522687,3523475,-,789,4348.65,5029.80,7433.84,11116.34,3712.05,5062.13,8988.59,13242.69,4084.16,4908.49,8447.39,10378.87,6231.25
3527,FGBKPADF_03548,manual_scaffold_1,3523441,3523923,-,483,3675.83,4127.54,6464.32,8614.13,3709.01,4546.22,6186.62,9605.87,3895.73,4465.04,6448.34,8130.14,5145.42
3528,FGBKPADF_03549,manual_scaffold_1,3523920,3524249,-,330,2282.42,2512.06,3379.61,4771.72,2056.01,2459.10,3871.44,6242.36,2222.45,2379.21,3828.38,4631.09,2972.50
3529,FGBKPADF_03550,manual_scaffold_1,3524311,3525318,-,1008,3942.14,4125.91,4829.32,7301.91,3109.44,3511.37,7126.61,11353.22,3398.10,3502.67,5870.96,7262.29,4734.17
3530,FGBKPADF_03551,manual_scaffold_1,3525330,3525731,-,402,1592.37,1550.56,1811.16,3000.00,1627.96,1665.91,2465.06,5316.75,1748.17,1773.81,2297.90,3104.29,2046.25
3531,FGBKPADF_03552,manual_scaffold_1,3525735,3526100,-,366,834.95,739.18,818.15,1424.15,787.80,798.49,1272.09,2904.35,783.49,903.86,1231.64,1585.17,1019.83
3532,FGBKPADF_03553,manual_scaffold_1,3526105,3526926,-,822,2482.93,2372.50,2391.82,4332.84,1917.88,1962.88,4219.13,7118.76,2218.43,2047.68,3327.89,4316.21,2807.25
3533,FGBKPADF_03554,manual_scaffold_1,3527044,3527394,-,351,4331.42,4111.31,4573.56,5346.09,4225.10,4188.64,5034.43,6258.75,4768.61,4286.13,5084.68,6018.12,4571.83
3534,FGBKPADF_03555,manual_scaffold_1,3527399,3527680,-,282,5628.50,5336.50,6499.55,7684.82,6055.70,6015.92,6410.83,8427.00,6503.89,6180.34,7124.36,8463.46,6303.42
3535,FGBKPADF_03556,manual_scaffold_1,3527796,3528965,-,1170,3602.99,3480.86,3747.58,4388.80,3558.74,3753.04,4008.12,5143.66,3706.50,3632.40,3726.83,4798.52,3760.92
3536,FGBKPADF_03557,manual_scaffold_1,3529080,3530201,-,1122,1616.65,3439.48,2805.47,2110.45,1660.59,3843.19,3101.71,2088.07,1959.95,3239.82,2646.07,2290.20,2537.50
3537,FGBKPADF_03558,manual_scaffold_1,3530262,3530627,-,366,332.88,849.52,537.61,500.74,383.27,861.37,570.70,419.07,401.01,702.91,551.26,489.99,549.83
3538,FGBKPADF_03559,manual_scaffold_1,3530722,3531321,+,600,268.66,319.69,215.30,240.06,336.98,256.82,262.57,245.98,280.22,301.00,255.32,251.91,270.42
3539,FGBKPADF_03560,manual_scaffold_1,3531573,3533054,-,1482,8945.60,13460.13,8219.37,4136.96,9445.20,12569.72,8349.55,3618.60,8856.79,10894.66,7379.68,3721.77,8871.92
3540,FGBKPADF_03561,manual_scaffold_1,3533044,3533523,-,480,2121.06,2895.85,1616.73,833.58,2140.25,2745.46,1600.61,810.81,1834.33,2568.29,1482.61,815.63,1930.50
3541,FGBKPADF_03562,manual_scaffold_1,3533696,3535180,-,1485,17924.09,23990.34,29638.78,38678.90,17762.59,22565.95,29945.18,36747.18,17434.98,24009.12,30712.65,37781.44,24624.92
3542,FGBKPADF_03563,manual_scaffold_1,3535580,3537025,-,1446,4289.91,8599.91,11279.28,11687.76,4142.38,8734.86,10945.29,11222.03,4305.60,8210.21,10913.57,11031.68,7888.92
3543,FGBKPADF_03564,manual_scaffold_1,3537025,3538110,-,1086,6226.12,6199.01,5950.20,5985.27,5831.81,5921.98,6094.31,6346.21,6367.81,5787.76,5795.52,5687.88,5892.67
3544,FGBKPADF_03565,manual_scaffold_1,3538264,3538584,+,321,1685.57,1418.31,1790.28,2438.88,1519.43,1298.49,1510.69,2328.58,1478.41,1376.14,1656.69,2112.02,1596.50
3545,FGBKPADF_03566,manual_scaffold_1,3538599,3539471,-,873,1240.68,1152.17,1240.93,1129.60,1086.06,1311.37,1502.29,1260.86,1141.83,1163.32,1177.96,1282.58,1188.83
3546,FGBKPADF_03567,manual_scaffold_1,3539718,3539882,+,165,475.44,84.38,49.59,91.31,694.44,96.97,57.55,111.15,780.27,51.72,46.42,84.48,256.67
3547,FGBKPADF_03568,manual_scaffold_1,3539869,3540015,+,147,528.70,93.31,46.98,95.73,731.63,109.85,38.37,112.97,822.95,62.74,39.17,98.31,273.42
3548,FGBKPADF_03569,manual_scaffold_1,3540040,3541185,-,1146,1372.27,1163.53,1388.38,1468.33,1313.75,1177.27,1413.57,1670.82,1358.43,1075.14,1362.20,1703.44,1302.58
3549,FGBKPADF_03570,manual_scaffold_1,3541313,3541648,-,336,1715.34,1468.61,1671.54,2095.73,1763.05,1365.15,1683.34,2089.90,1844.80,1351.55,1795.96,2007.58,1650.83
3550,FGBKPADF_03571,manual_scaffold_1,3541743,3542510,-,768,1981.64,3271.52,4551.38,5092.78,2102.31,3437.88,4506.88,4895.86,2008.26,3338.18,4482.65,5027.39,3338.00
3551,FGBKPADF_03572,manual_scaffold_1,3542503,3543429,-,927,3322.58,5425.76,7238.11,8079.52,3450.97,5876.53,6736.95,8345.01,3472.18,5527.46,7092.45,8100.96,5454.92
3552,FGBKPADF_03573,manual_scaffold_1,3543706,3544758,-,1053,3424.41,3357.53,3173.44,3764.36,3312.84,3230.31,3204.82,3421.82,3323.21,3439.08,3348.20,4285.49,3329.92
3553,FGBKPADF_03574,manual_scaffold_1,3544906,3546171,-,1266,5559.57,2966.44,2544.49,4319.58,4664.54,2776.52,3309.12,5816.00,6076.31,2502.15,2537.26,4369.97,3874.25
3554,FGBKPADF_03575,manual_scaffold_1,3546292,3546972,-,681,461.34,494.95,297.51,338.73,362.02,365.15,521.55,493.78,399.40,393.43,398.94,354.82,399.00
3555,FGBKPADF_03576,manual_scaffold_1,3546962,3548569,-,1608,401.03,491.70,311.86,400.59,349.12,402.27,453.21,555.73,414.70,377.32,361.22,463.88,401.17
3556,FGBKPADF_03577,manual_scaffold_1,3548639,3549691,+,1053,1083.25,1337.98,1255.28,1076.58,1194.60,1432.58,1403.98,960.22,1117.67,1270.15,1479.71,1044.49,1206.17
3557,FGBKPADF_03578,manual_scaffold_1,3549776,3550597,+,822,592.93,630.45,642.00,478.64,453.86,590.15,631.85,506.53,517.77,589.29,645.56,473.09,552.00
3558,FGBKPADF_03579,manual_scaffold_1,3550634,3550993,-,360,625.82,618.28,529.78,574.37,658.77,575.00,502.36,471.91,677.20,548.59,491.79,542.21,570.17
3559,FGBKPADF_03580,manual_scaffold_1,3550987,3551328,-,342,263.17,231.25,237.49,219.44,292.96,259.09,184.64,156.70,295.52,243.35,200.20,262.66,240.25
3560,FGBKPADF_03581,manual_scaffold_1,3551460,3551831,-,372,62.66,117.65,110.91,244.48,71.34,99.24,189.44,499.24,69.25,97.51,132.01,231.94,131.33
3561,FGBKPADF_03582,manual_scaffold_1,3551960,3552778,-,819,731.56,794.35,636.78,827.69,758.20,764.40,597.08,845.43,774.64,797.87,664.42,864.78,738.08
3562,FGBKPADF_03583,manual_scaffold_1,3552896,3553348,+,453,21.93,20.28,19.57,22.09,19.73,13.64,22.78,32.80,21.74,20.35,5.80,46.08,20.75
3563,FGBKPADF_03584,manual_scaffold_1,3553426,3553683,+,258,2.35,8.11,11.74,19.15,8.35,11.36,11.99,21.86,6.44,2.54,11.61,21.50,9.67
3564,FGBKPADF_03585,manual_scaffold_1,3553913,3555190,+,1278,2844.80,4998.97,5299.07,9910.15,3245.29,4953.80,5500.82,8946.28,3529.35,5630.05,5834.69,11838.09,5304.00
3565,FGBKPADF_03586,manual_scaffold_1,3555294,3555560,+,267,243.59,269.38,298.81,565.54,282.33,245.45,402.85,417.25,220.63,308.64,403.29,629.77,320.25
3566,FGBKPADF_03587,manual_scaffold_1,3555783,3557507,-,1725,167.62,1130.26,1885.53,1547.86,195.05,1369.70,1915.94,1730.95,177.96,1394.79,1996.16,1798.68,1094.08
3567,FGBKPADF_03588,manual_scaffold_1,3557574,3558023,-,450,17.23,311.57,601.54,468.34,30.36,452.27,442.42,382.63,10.47,478.22,597.69,471.56,308.08
3568,FGBKPADF_03589,manual_scaffold_1,3558082,3559905,-,1824,1070.71,2707.60,2881.15,2222.38,1262.90,2590.16,2635.31,1962.35,1273.08,2645.45,2923.15,2330.14,2084.33
3569,FGBKPADF_03590,manual_scaffold_1,3560381,3562501,-,2121,991.61,977.72,1038.68,578.79,821.19,1003.03,1127.02,522.93,875.29,1091.25,1103.98,631.30,903.25
3570,FGBKPADF_03591,manual_scaffold_1,3562498,3563760,-,1263,321.14,487.64,409.73,263.62,227.69,420.46,443.61,220.47,258.48,491.78,530.95,304.13,359.58
3571,FGBKPADF_03592,manual_scaffold_1,3563753,3565483,-,1731,510.68,989.89,935.59,574.37,499.39,964.40,1185.77,637.72,454.96,1063.27,1032.89,735.75,771.58
3572,FGBKPADF_03593,manual_scaffold_1,3565473,3566324,-,852,196.60,442.21,387.55,251.84,176.84,403.79,338.11,309.75,165.07,372.23,367.03,261.12,295.75
3573,FGBKPADF_03594,manual_scaffold_1,3566305,3567393,-,1089,548.28,1077.52,991.70,664.21,557.83,1075.76,961.56,712.42,583.80,1017.48,980.67,657.42,801.33
3574,FGBKPADF_03595,manual_scaffold_1,3567596,3569779,-,2184,9497.80,8560.15,8036.68,8357.87,9390.55,7556.07,7710.50,9101.16,8922.02,7960.93,7726.40,8577.13,8305.17
3575,FGBKPADF_03596,manual_scaffold_1,3569844,3570278,-,435,542.80,344.03,242.71,263.62,582.12,305.30,270.96,271.49,533.07,413.77,298.84,299.52,381.50
3576,FGBKPADF_03597,manual_scaffold_1,3570463,3570753,+,291,1717.69,1497.01,1000.83,297.50,1936.09,1259.85,842.87,238.69,1860.10,1060.72,694.88,227.33,1186.92
3577,FGBKPADF_03598,manual_scaffold_1,3570797,3571606,-,810,240.46,505.50,511.51,578.79,192.02,496.97,690.60,437.29,155.41,643.56,581.73,706.57,437.75
3578,FGBKPADF_03599,manual_scaffold_1,3572112,3572534,-,423,396.33,438.96,323.61,377.02,511.54,356.06,334.51,466.45,444.49,361.21,316.25,411.65,391.17
3579,FGBKPADF_03600,manual_scaffold_1,3572612,3573163,-,552,415.13,417.87,309.25,362.30,502.43,349.24,291.35,368.05,470.26,441.76,304.65,307.20,384.25
3580,FGBKPADF_03601,manual_scaffold_1,3573249,3573752,-,504,32.11,31.64,46.98,39.76,33.39,25.76,31.17,30.97,21.74,32.22,18.86,36.86,30.50
3581,FGBKPADF_03602,manual_scaffold_1,3573768,3574628,-,861,7.83,18.66,32.62,69.22,9.11,40.91,29.97,69.24,17.72,47.48,49.32,87.55,33.58
3582,FGBKPADF_03603,manual_scaffold_1,3574784,3575380,+,597,1.57,7.30,0.00,4.42,6.07,4.55,4.80,3.64,0.00,5.09,5.80,9.22,4.17
3583,FGBKPADF_03604,manual_scaffold_1,3575400,3576911,-,1512,707.28,1000.44,1156.11,1169.37,675.47,948.49,1020.31,960.22,573.33,961.52,951.66,927.75,870.17
3584,FGBKPADF_03605,manual_scaffold_1,3577123,3579207,-,2085,5376.29,5175.85,5072.02,3544.92,5807.52,5428.04,5413.30,3328.89,5780.79,5111.14,5015.05,3239.46,4955.75
3585,FGBKPADF_03606,manual_scaffold_1,3579393,3580295,-,903,5541.56,4897.54,4527.89,3645.06,5292.19,4399.25,4558.44,3359.87,5415.21,4550.68,4266.49,3402.28,4560.83
3586,FGBKPADF_03607,manual_scaffold_1,3580397,3582403,-,2007,14205.96,11737.55,10611.19,9268.03,13591.37,10810.62,10650.35,9383.58,13858.92,11030.32,10157.76,9021.03,11361.17
3587,FGBKPADF_03608,manual_scaffold_1,3582554,3582841,+,288,977.51,863.32,679.84,630.34,1105.80,827.27,591.09,486.49,1044.39,904.71,700.69,592.90,816.92
3588,FGBKPADF_03609,manual_scaffold_1,3582847,3583092,-,246,1112.23,1054.81,728.12,661.27,1151.33,1017.43,763.74,462.80,1211.08,817.38,652.81,577.54,897.67
3589,FGBKPADF_03610,manual_scaffold_1,3583265,3583906,-,642,741.75,948.51,567.62,226.80,714.18,814.40,541.93,200.43,790.74,763.11,549.81,258.05,642.67
3590,FGBKPADF_03611,manual_scaffold_1,3583970,3584725,-,756,1658.16,1484.84,912.10,366.72,1598.36,1526.52,787.72,240.51,1744.14,1323.57,845.75,341.00,1194.75
3591,FGBKPADF_03612,manual_scaffold_1,3584738,3585745,-,1008,1590.80,1372.87,832.51,343.15,1522.46,1348.49,814.09,327.97,1883.45,1143.82,823.99,278.02,1139.67
3592,FGBKPADF_03613,manual_scaffold_1,3585748,3586470,-,723,827.12,694.55,426.69,157.58,768.82,575.76,416.04,187.67,852.75,563.01,362.67,164.35,554.08
3593,FGBKPADF_03614,manual_scaffold_1,3586515,3587306,-,792,774.64,642.62,407.12,184.09,919.85,521.97,396.86,215.00,865.63,557.07,381.53,225.79,559.17
3594,FGBKPADF_03615,manual_scaffold_1,3587312,3588526,-,1215,1725.52,1083.20,798.58,312.22,1788.86,1025.76,714.58,326.15,1748.97,954.73,651.36,354.82,1068.83
3595,FGBKPADF_03616,manual_scaffold_1,3588541,3589314,-,774,1570.43,1033.71,756.82,312.22,1640.86,880.30,637.85,420.89,1653.15,819.92,647.01,393.22,990.00
3596,FGBKPADF_03617,manual_scaffold_1,3589520,3590269,-,750,3254.44,3051.63,3170.83,3098.67,3210.38,3061.37,2881.10,2933.51,3258.79,3188.95,2820.15,3230.25,3049.08
3597,FGBKPADF_03618,manual_scaffold_1,3590402,3590566,+,165,30.55,21.91,14.35,13.25,25.05,14.39,10.79,14.58,28.99,32.22,24.66,26.11,21.92
3598,FGBKPADF_03619,manual_scaffold_1,3590599,3590991,-,393,1269.66,1006.12,805.10,594.99,1065.57,915.15,870.44,537.51,1184.50,1075.14,877.67,640.52,939.67
3599,FGBKPADF_03620,manual_scaffold_1,3591077,3591685,+,609,447.24,345.65,356.23,313.70,426.53,369.70,370.48,468.27,388.12,331.53,378.63,388.61,373.83
3600,FGBKPADF_03621,manual_scaffold_1,3591745,3592170,-,426,1908.80,1302.28,1175.69,577.32,1687.16,1220.46,1156.99,482.84,1848.82,1115.84,1167.81,499.21,1261.75
3601,FGBKPADF_03622,manual_scaffold_1,3592181,3592423,-,243,533.40,292.10,279.24,95.73,466.76,275.76,309.33,149.41,536.29,320.51,256.77,127.49,328.58
3602,FGBKPADF_03623,manual_scaffold_1,3592443,3593501,-,1059,3016.33,2655.68,2597.99,1129.60,3286.28,2927.28,2854.72,1455.82,3425.48,2564.05,2656.22,1064.46,2588.17
3603,FGBKPADF_03624,manual_scaffold_1,3593598,3594719,-,1122,825.55,422.73,225.74,114.87,538.86,434.09,278.16,129.37,689.28,308.64,217.60,104.45,404.17
3604,FGBKPADF_03625,manual_scaffold_1,3594721,3595152,-,432,871.77,384.60,280.55,117.82,617.03,437.88,290.15,92.92,695.72,285.74,239.36,79.87,415.33
3605,FGBKPADF_03626,manual_scaffold_1,3595177,3596613,-,1437,1342.51,481.15,318.39,197.35,859.90,515.91,395.66,326.15,998.49,341.70,359.77,145.92,582.83
3606,FGBKPADF_03627,manual_scaffold_1,3596786,3597139,-,354,406.51,333.48,300.12,499.26,402.25,347.73,306.93,481.02,351.08,335.77,303.20,454.66,362.08
3607,FGBKPADF_03628,manual_scaffold_1,3597304,3597876,+,573,2927.82,1915.69,1274.86,961.71,2931.08,2106.82,1298.47,881.87,3534.99,1099.73,934.25,904.71,1904.92
3608,FGBKPADF_03629,manual_scaffold_1,3597911,3599536,+,1626,4875.00,2730.32,1963.83,1139.91,4376.14,3089.40,1961.50,1313.70,5299.26,1843.33,1272.26,1224.21,2874.83
3609,FGBKPADF_03630,manual_scaffold_1,3599549,3600163,+,615,3596.72,2403.33,1882.93,1044.18,3652.09,2828.79,1676.14,1224.42,4050.34,1610.16,1334.64,972.30,2400.33
3610,FGBKPADF_03631,manual_scaffold_1,3600208,3600993,-,786,14.10,30.02,41.76,51.55,17.46,58.33,50.36,83.81,43.48,32.22,36.27,72.19,39.50
3611,FGBKPADF_03632,manual_scaffold_1,3601013,3601876,-,864,0.78,3.25,19.57,33.87,6.07,17.42,28.78,30.97,12.88,6.78,20.31,15.36,13.58
3612,FGBKPADF_03633,manual_scaffold_1,3601999,3603387,-,1389,2711.64,2373.31,2614.96,4159.05,3175.47,2307.58,2647.30,4190.72,2963.27,2295.26,2392.20,3499.05,2772.25
3613,FGBKPADF_03634,manual_scaffold_1,3603456,3604766,-,1311,119.84,193.92,237.49,284.24,506.22,252.27,170.25,286.06,219.83,461.26,269.83,339.46,274.17
3614,FGBKPADF_03635,manual_scaffold_1,3604873,3606312,+,1440,292.94,241.79,202.25,94.26,277.02,234.09,137.88,116.61,379.27,230.63,201.65,87.55,223.58
3615,FGBKPADF_03636,manual_scaffold_1,3606314,3606628,-,315,625.82,781.37,602.85,668.63,712.66,745.46,654.63,579.41,757.73,749.54,668.77,817.16,690.25
3616,FGBKPADF_03637,manual_scaffold_1,3606768,3607055,+,288,1235.98,1144.87,1218.75,1030.93,1199.15,1015.15,1075.47,912.85,1003.32,1031.89,1204.08,832.52,1064.67
3617,FGBKPADF_03638,manual_scaffold_1,3607072,3607821,+,750,1998.88,2058.49,2032.99,1608.25,2084.85,1809.85,1764.87,1559.68,1779.57,1800.94,1843.83,1337.87,1806.58
3618,FGBKPADF_03639,manual_scaffold_1,3607985,3608863,+,879,1048.00,1467.80,1353.15,2175.26,1120.22,1292.43,1285.28,2015.19,1079.02,1475.35,1415.88,2348.57,1383.83
3619,FGBKPADF_03640,manual_scaffold_1,3608883,3610301,+,1419,755.84,976.91,899.05,1493.37,741.50,833.33,870.44,1355.61,595.87,906.40,935.70,1598.99,909.50
3620,FGBKPADF_03641,manual_scaffold_1,3610348,3611301,-,954,5188.31,4456.15,2155.64,1568.48,5579.84,4015.92,1751.68,1466.75,5559.35,3768.91,2012.11,1476.11,3620.75
3621,FGBKPADF_03642,manual_scaffold_1,3611323,3612081,-,759,4294.61,3040.27,1324.44,1078.05,4948.39,2608.34,1032.30,976.62,4564.08,2485.19,1121.39,1104.40,2702.33
3622,FGBKPADF_03643,manual_scaffold_1,3612075,3613022,-,948,3064.11,2131.52,792.06,592.05,3424.41,1675.76,676.21,561.19,3239.47,1728.02,731.15,787.98,1851.83
3623,FGBKPADF_03644,manual_scaffold_1,3613015,3613965,-,951,2835.40,1535.15,563.70,488.95,2987.25,1190.15,456.80,473.73,2979.37,1298.98,487.43,602.12,1532.00
3624,FGBKPADF_03645,manual_scaffold_1,3614350,3615714,+,1365,1622.91,866.56,515.42,288.66,1684.12,775.00,448.41,302.46,1613.69,731.74,425.05,293.38,905.33
3625,FGBKPADF_03646,manual_scaffold_1,3615868,3615981,+,114,144.12,149.30,190.51,232.69,50.09,428.03,527.54,692.38,398.59,64.44,47.87,67.58,230.92
3626,FGBKPADF_03647,manual_scaffold_1,3616063,3616152,+,90,55.61,80.33,73.07,81.00,19.73,203.03,260.17,309.75,175.54,17.81,21.76,24.58,102.67
3627,FGBKPADF_03648,manual_scaffold_1,3616252,3616374,-,123,966.54,1014.24,1475.81,1505.15,903.92,981.06,1329.64,1446.71,886.57,929.30,1485.51,1250.32,1088.42
3628,FGBKPADF_03649,manual_scaffold_1,3616358,3617506,-,1149,4355.70,5377.07,5497.41,7240.05,4444.44,4837.13,5214.27,5741.29,4161.46,4816.07,5559.06,6978.13,5023.42
3629,FGBKPADF_03650,manual_scaffold_1,3617669,3619087,-,1419,2529.14,1928.67,1598.46,1354.93,2928.05,2036.37,1351.23,1217.13,2844.09,1903.53,1526.13,1359.38,1983.83
3630,FGBKPADF_03651,manual_scaffold_1,3619077,3619760,-,684,903.10,711.59,734.64,614.14,1107.32,786.36,595.88,481.02,1063.72,771.59,677.47,586.76,779.00
3631,FGBKPADF_03652,manual_scaffold_1,3619973,3621433,+,1461,57.96,77.08,37.84,30.93,70.58,50.00,27.58,18.22,55.56,51.72,27.56,23.04,47.92
3632,FGBKPADF_03653,manual_scaffold_1,3621449,3622129,+,681,39.16,38.14,15.66,22.09,42.50,36.36,23.98,10.93,35.43,35.61,20.31,26.11,30.92
3633,FGBKPADF_03654,manual_scaffold_1,3622234,3623355,-,1122,209.91,204.47,172.24,172.31,223.89,232.58,177.45,180.38,215.00,245.04,226.31,201.22,205.08
3634,FGBKPADF_03655,manual_scaffold_1,3623380,3624603,-,1224,155.87,221.51,236.18,136.97,245.90,281.06,199.03,189.49,236.74,275.57,221.96,164.35,215.83
3635,FGBKPADF_03656,manual_scaffold_1,3624593,3626227,-,1635,91.64,138.75,86.12,91.31,90.32,122.73,97.12,111.15,67.64,104.29,97.20,101.38,98.25
3636,FGBKPADF_03657,manual_scaffold_1,3626353,3626574,+,222,6.27,9.74,3.91,4.42,11.38,9.85,7.19,12.75,13.69,6.78,11.61,7.68,8.75
3637,FGBKPADF_03658,manual_scaffold_1,3626590,3628344,-,1755,87.72,120.90,105.69,122.24,82.73,203.79,171.45,193.14,162.66,96.66,91.39,133.63,126.50
3638,FGBKPADF_03659,manual_scaffold_1,3628624,3630102,+,1479,1644.84,1586.27,1711.99,2354.93,1538.40,1609.09,1785.25,2004.26,1902.77,1349.01,1704.57,2155.03,1686.50
3639,FGBKPADF_03660,manual_scaffold_1,3630142,3630987,-,846,406.51,490.89,369.28,375.55,410.59,462.12,390.86,471.91,451.74,419.71,313.35,410.12,411.42
3640,FGBKPADF_03661,manual_scaffold_1,3631054,3631518,-,465,49.35,33.27,31.32,33.87,30.36,34.09,45.56,36.44,24.96,30.52,42.07,35.33,34.42
3641,FGBKPADF_03662,manual_scaffold_1,3631515,3631742,-,228,79.89,60.04,61.33,27.98,72.10,56.82,62.35,45.55,60.39,72.92,63.83,41.47,60.08
3642,FGBKPADF_03663,manual_scaffold_1,3631759,3633180,-,1422,219.31,184.19,152.67,82.47,204.92,185.61,164.26,140.30,191.65,194.17,191.49,124.42,174.08
3643,FGBKPADF_03664,manual_scaffold_1,3633183,3633797,-,615,35.25,38.14,30.01,17.67,34.15,35.61,38.37,21.86,39.46,42.39,36.27,23.04,33.50
3644,FGBKPADF_03665,manual_scaffold_1,3633887,3634759,+,873,171.53,159.03,104.39,203.24,177.60,123.49,75.53,153.05,153.80,159.41,82.69,158.21,143.00
3645,FGBKPADF_03666,manual_scaffold_1,3634875,3635681,+,807,5134.26,4149.44,4227.77,3360.82,5374.16,3996.22,3785.11,3374.44,5233.23,4147.08,3841.44,3007.52,4212.67
3646,FGBKPADF_03667,manual_scaffold_1,3635668,3636372,+,705,1415.35,1385.85,1441.88,1011.78,1474.65,1229.55,1133.02,1027.64,1383.40,1131.10,1160.56,979.98,1239.33
3647,FGBKPADF_03668,manual_scaffold_1,3636386,3637129,+,744,2021.59,1974.11,1940.34,1475.70,2131.90,1800.00,1628.19,1730.95,1871.37,1817.90,1714.72,1410.06,1797.00
3648,FGBKPADF_03669,manual_scaffold_1,3637450,3638097,+,648,551.41,979.35,946.03,695.14,654.22,903.79,893.22,741.58,556.42,1154.84,895.08,889.35,797.00
3649,FGBKPADF_03670,manual_scaffold_1,3638202,3638699,+,498,1286.11,1450.76,1221.36,1097.20,1290.22,1244.70,973.55,1003.95,1213.49,1411.75,1175.06,1162.77,1213.00
3650,FGBKPADF_03671,manual_scaffold_1,3638872,3640206,-,1335,300.77,442.21,464.53,488.95,355.95,444.70,474.79,442.76,375.24,412.08,464.22,457.73,406.83
3651,FGBKPADF_03672,manual_scaffold_1,3640330,3641268,+,939,61.09,105.48,66.55,110.46,71.34,128.03,80.33,111.15,82.13,127.18,97.20,135.17,94.33
3652,FGBKPADF_03673,manual_scaffold_1,3641322,3641879,+,558,197.38,200.41,159.19,153.17,183.67,160.61,141.48,127.54,177.15,189.08,120.41,187.39,167.92
3653,FGBKPADF_03674,manual_scaffold_1,3641894,3643120,-,1227,1111.44,1096.19,1051.72,782.03,1044.32,966.67,892.03,532.04,962.26,971.69,1031.44,941.58,955.00
3654,FGBKPADF_03675,manual_scaffold_1,3643221,3643949,-,729,10617.86,10668.95,12821.64,10762.88,8106.40,8744.71,10590.40,8097.21,8323.73,8769.82,11669.39,9541.74,9523.00
3655,FGBKPADF_03676,manual_scaffold_1,3643978,3647805,-,3828,75160.73,73908.60,88146.48,74248.82,59149.93,61754.65,73076.51,55381.32,62326.09,63377.94,82308.05,68735.27,67453.83
3656,FGBKPADF_03677,manual_scaffold_1,3647842,3658593,-,10752,156094.07,153725.74,182020.02,199123.52,119640.17,122541.11,156665.49,158165.19,122488.52,133672.20,171012.21,179193.41,145385.17
3657,FGBKPADF_03678,manual_scaffold_1,3658606,3669369,-,10764,122276.09,135715.34,143172.78,216013.04,98242.95,101673.66,125969.76,178103.92,90651.08,117423.05,141198.99,194257.14,126758.58
3658,FGBKPADF_03679,manual_scaffold_1,3669943,3670305,-,363,193.46,185.81,290.99,586.16,196.57,201.52,238.59,526.57,203.72,248.43,352.52,563.72,272.17
3659,FGBKPADF_03680,manual_scaffold_1,3670538,3671170,+,633,304.69,377.30,270.11,282.77,283.85,271.21,212.22,251.44,291.50,331.53,195.84,254.98,279.50
3660,FGBKPADF_03681,manual_scaffold_1,3671176,3671733,+,558,230.28,291.29,230.96,212.08,232.24,200.76,179.84,176.74,247.21,261.15,221.96,144.39,221.17
3661,FGBKPADF_03682,manual_scaffold_1,3671844,3673565,+,1722,3976.60,3089.77,2250.90,1782.03,3824.37,2899.25,1725.30,1594.30,3878.02,2661.56,1884.45,1792.53,2785.08
3662,FGBKPADF_03683,manual_scaffold_1,3673733,3674182,+,450,2655.25,2514.49,2885.06,3033.87,2615.36,2489.40,2260.04,2057.10,2582.39,2347.83,2422.66,2314.78,2471.58
3663,FGBKPADF_03684,manual_scaffold_1,3674209,3674607,+,399,1015.10,1061.30,1152.20,1300.44,889.50,874.24,1039.50,883.70,955.82,878.42,982.12,1055.24,969.58
3664,FGBKPADF_03685,manual_scaffold_1,3674644,3676077,-,1434,220.88,322.93,345.79,379.97,267.91,312.88,260.17,266.02,269.75,336.62,264.03,333.32,288.58
3665,FGBKPADF_03686,manual_scaffold_1,3676231,3676563,-,333,3.13,29.21,33.93,45.66,5.31,29.55,20.38,49.20,19.33,27.98,30.46,41.47,24.33
3666,FGBKPADF_03687,manual_scaffold_1,3676645,3677100,-,456,410.43,474.66,283.16,321.06,425.01,419.70,269.77,271.49,476.70,451.93,317.70,336.39,382.92
3667,FGBKPADF_03688,manual_scaffold_1,3677119,3677208,-,90,20.36,21.91,15.66,10.31,18.97,18.18,10.79,7.29,15.30,16.96,13.06,13.82,15.92
3668,FGBKPADF_03689,manual_scaffold_1,3677205,3677306,-,102,9.40,7.30,7.83,5.89,5.31,8.33,5.99,16.40,4.03,8.48,1.45,7.68,7.00
3669,FGBKPADF_03690,manual_scaffold_1,3677478,3678341,+,864,1076.20,1654.42,1718.51,1893.96,1039.77,1619.70,1345.23,1415.74,1166.79,1728.87,1581.26,1806.36,1431.42
3670,FGBKPADF_03691,manual_scaffold_1,3678351,3679031,+,681,287.46,474.66,405.81,468.34,255.77,421.97,374.08,338.90,267.34,363.75,362.67,456.20,356.75
3671,FGBKPADF_03692,manual_scaffold_1,3679080,3680273,-,1194,21.93,292.10,127.88,29.46,27.32,412.88,110.30,40.09,22.55,226.39,81.24,44.54,131.75
3672,FGBKPADF_03693,manual_scaffold_1,3680582,3681166,-,585,4.70,46.25,7.83,8.84,9.11,50.00,8.39,1.82,17.72,30.52,4.35,10.75,19.08
3673,FGBKPADF_03694,manual_scaffold_1,3681163,3682077,-,915,14.10,86.01,18.27,35.35,13.66,75.00,15.59,27.33,24.16,69.53,11.61,13.82,36.33
